,mp_id,diel,gap,diel_completed_at,gap_completed_at,completed_at
KBa3(BiO3)4,mp-1223500,14.9054501,0.0,460455.839,453548.203,460455.839
K3BS3,mp-29975,7.553611100000001,3.7962,461237.621,443757.236,461237.621
RbLa(MoO4)2,mp-18473,10.33757076,5.3133,464592.646,458063.223,464592.646
K10Zn4Sn4S17,mp-1224229,8.991757853333334,3.1948,466242.663,455568.956,466242.663
Rb2CrO4,mp-17071,6.1962823600000005,4.4985,468780.378,446477.178,468780.378
ZnGa2(TeO3)4,mp-1215782,10.118627883333332,5.1855,469159.835,455572.469,469159.835
Na3AgO2,mp-3527,7.249913076666665,2.2926,467200.511,469643.393,469643.393
La2SO2,mp-4511,15.833381726666667,4.2147,472119.3,466205.301,472119.3
Se2O5,mp-27358,11.020772813333332,4.4021,473776.915,469150.519,473776.915
Li3SbS4,mp-756316,6.886282933333334,3.2639,475714.968,470013.624,475714.968
Ba(YS2)2,mp-29036,14.56259617,2.6075,476229.109,459562.589,476229.109
BaNaPO4,mp-1227883,12.172662963333332,6.4763,477558.336,472015.088,477558.336
Ca3CdO4,mp-755287,14.65625695,4.215299999999999,479147.325,478512.407,479147.325
Y4AsSe3,mp-38494,1.7080724433333332,0.0,481721.433,480769.78,481721.433
KAlSe2,mp-1211743,7.415681853333334,3.6232,482105.033,469008.76,482105.033
AgNO3,mp-552185,8.84706145,3.1526,484355.615,479692.376,484355.615
Cs3AlO3,mp-562441,8.58419056,3.9692,486129.914,469431.65,486129.914
Na2Cd3Si3O10,mp-6078,7.366006473333332,4.2301,488086.417,470507.988,488086.417
