,mp_id,diel,gap,diel_completed_at,gap_completed_at,completed_at
K2Ca3Si3O10,mp-1019747,8.578716246666666,5.8834,48125.203,16751.138,48125.203
Ag7NO11,mp-37695,1.23512582,0.0,48468.538,43371.02,48468.538
Na2Si2S5,mp-18104,8.312139616666668,4.496,49586.525,39109.475,49586.525
Pd4Se,mp-7818,1.42737938,0.0,48430.757,49907.322,49907.322
GaAgS2,mp-5342,10.118942276666663,2.2125,53910.736,53273.808000000005,53910.736
Ga2HgS4,mp-4809,11.7706232,2.7409,57241.315,56749.638,57241.315
CaNb2O4,mp-29792,11.663921543333332,2.0952,59213.218,49279.703,59213.218
Tl6TeO6,mp-8387,17.67341430333333,2.1249,60852.808000000005,59703.586,60852.808000000005
AlPO4,mp-7848,3.61043721,7.5314,61292.508,60986.2,61292.508
OsO2,mp-996,1.7834109633333337,0.0,62490.483,63042.999,63042.999
Tl3AsO4,mp-15573,11.48974846,3.3499000000000003,64896.338,62202.007,64896.338
Hf3TePb4O13,mp-1224517,31.715568576666666,2.6732000000000005,65815.488,60832.777,65815.488
SrTi(PO4)2,mp-1191111,12.083074246666664,4.496,65916.065,56020.393,65916.065
Ti7S12,mp-673657,1.4814354133333332,0.0,65987.368,33395.131,65987.368
Al2PbS4,mp-1103722,15.50518605,3.4753,66567.589,65500.507,66567.589
RbSb3Se5,mp-1198114,38.18597605,1.0500000000000005,66902.488,58434.409,66902.488
Ti6O,mp-554098,1.00044268,0.0,68103.90299999999,67347.466,68103.90299999999
Ga2TeSe2,mp-28423,9.500842193333334,2.652200000000001,68494.534,67337.849,68494.534
ReTeS,mp-5222,17.77544398,0.9002999999999997,68894.364,68969.649,68969.649
As2O5,mp-1788,8.927831493333333,3.4139,69511.416,65554.537,69511.416
BaZr4(PO4)6,mp-560308,10.621651643333331,6.4898,70591.35500000001,51433.577000000005,70591.35500000001
ScCuS2,mp-6980,20.11886016,1.8042,70502.611,70610.735,70610.735
Rb2Mo3SeO12,mp-1198721,20.676114726666672,3.5472,72840.556,56660.41,72840.556
